location,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,population
Asia,30/03/2021,28324189,161222,429312,1257,6054.189,34.461,91.764,0.269,4678444992
Asia,31/03/2021,28507539,183350,430775,1463,6093.379,39.19,92.077,0.313,4678444992
Asia,1/04/2021,28705673,198134,432199,1424,6135.73,42.35,92.381,0.304,4678444992
Asia,2/04/2021,28916095,210422,433804,1605,6180.706,44.977,92.724,0.343,4678444992
Asia,3/04/2021,29124812,208717,435299,1495,6225.319,44.612,93.044,0.32,4678444992
Asia,4/04/2021,29349420,224608,437085,1786,6273.328,48.009,93.425,0.382,4678444992
Asia,5/04/2021,29559014,209594,438574,1489,6318.128,44.8,93.744,0.318,4678444992
Asia,6/04/2021,29804574,245560,440663,2089,6370.615,52.488,94.19,0.447,4678444992
Asia,7/04/2021,30073075,268501,442663,2000,6428.007,57.391,94.618,0.427,4678444992
Asia,8/04/2021,30353550,280475,444674,2011,6487.957,59.95,95.047,0.43,4678444992
Asia,9/04/2021,30646718,293168,446901,2227,6550.621,62.664,95.523,0.476,4678444992
Asia,10/04/2021,30935537,288819,449031,2130,6612.355,61.734,95.979,0.455,4678444992
Asia,11/04/2021,31241352,305815,451337,2306,6677.721,65.367,96.472,0.493,4678444992
Asia,12/04/2021,31544498,303146,453645,2308,6742.518,64.796,96.965,0.493,4678444992
Asia,13/04/2021,31877292,332794,456066,2421,6813.651,71.133,97.482,0.517,4678444992
Asia,14/04/2021,32234145,356853,458530,2464,6889.927,76.276,98.009,0.527,4678444992
Asia,15/04/2021,32605753,371608,461223,2693,6969.357,79.43,98.585,0.576,4678444992
Asia,16/04/2021,32994455,388702,464009,2786,7052.441,83.084,99.18,0.595,4678444992
Asia,17/04/2021,33404237,409782,466932,2923,7140.03,87.589,99.805,0.625,4678444992
Asia,18/04/2021,33819010,414773,470300,3368,7228.686,88.656,100.525,0.72,4678444992
Asia,19/04/2021,34218783,399773,473630,3330,7314.136,85.45,101.237,0.712,4678444992
Asia,20/04/2021,34667363,448580,477337,3707,7410.018,95.882,102.029,0.792,4678444992
Asia,21/04/2021,35138942,471579,481141,3804,7510.817,100.798,102.842,0.813,4678444992
Asia,22/04/2021,35621687,482745,485087,3946,7614.001,103.185,103.686,0.843,4678444992
Asia,23/04/2021,36108926,487239,489365,4278,7718.147,104.146,104.6,0.914,4678444992
Asia,24/04/2021,36582367,473441,493725,4360,7819.343,101.196,105.532,0.932,4678444992
Asia,25/04/2021,37055441,473074,498316,4591,7920.461,101.118,106.513,0.981,4678444992
Asia,26/04/2021,37496433,440992,502792,4476,8014.721,94.26,107.47,0.957,4678444992
Asia,27/04/2021,37986440,490007,507788,4996,8119.459,104.737,108.538,1.068,4678444992
Asia,28/04/2021,38493117,506677,513101,5313,8227.759,108.3,109.673,1.136,4678444992
Asia,29/04/2021,39008339,515222,518339,5238,8337.886,110.127,110.793,1.12,4678444992
Asia,30/04/2021,39526714,518375,523514,5175,8448.686,110.801,111.899,1.106,4678444992
Asia,1/05/2021,40023990,497276,528692,5178,8554.977,106.291,113.006,1.107,4678444992
Asia,2/05/2021,40501365,477375,533809,5117,8657.014,102.037,114.1,1.094,4678444992
Asia,3/05/2021,40960906,459541,538839,5030,8755.239,98.225,115.175,1.075,4678444992
Asia,4/05/2021,41447846,486940,544043,5204,8859.321,104.082,116.287,1.112,4678444992
Asia,5/05/2021,41965858,518012,549718,5675,8970.044,110.723,117.5,1.213,4678444992
Asia,6/05/2021,42490987,525129,555333,5615,9082.288,112.244,118.7,1.2,4678444992
Asia,7/05/2021,42996083,505096,561049,5716,9190.251,107.962,119.922,1.222,4678444992
Asia,8/05/2021,43494831,498748,566635,5586,9296.856,106.606,121.116,1.194,4678444992
Asia,9/05/2021,43950939,456108,572225,5590,9394.348,97.491,122.311,1.195,4678444992
Asia,10/05/2021,44370050,419111,577734,5509,9483.931,89.583,123.488,1.178,4678444992
Asia,11/05/2021,44813452,443402,583615,5881,9578.707,94.776,124.746,1.257,4678444992
Asia,12/05/2021,45266244,452792,589274,5659,9675.489,96.783,125.955,1.21,4678444992
Asia,13/05/2021,45696543,430299,594735,5461,9767.464,91.975,127.122,1.167,4678444992
Asia,14/05/2021,46095873,399330,599957,5222,9852.819,85.355,128.239,1.116,4678444992
Asia,15/05/2021,46478649,382776,605351,5394,9934.636,81.817,129.391,1.153,4678444992
Asia,16/05/2021,46834551,355902,611061,5710,10010.709,76.073,130.612,1.22,4678444992
Asia,17/05/2021,47181469,346918,616983,5922,10084.861,74.152,131.878,1.266,4678444992
Asia,18/05/2021,47533909,352440,623186,6203,10160.194,75.333,133.204,1.326,4678444992
Asia,19/05/2021,47898148,364239,628669,5483,10238.049,77.855,134.376,1.172,4678444992
Asia,20/05/2021,48244810,346662,634357,5688,10312.146,74.098,135.591,1.216,4678444992
Asia,21/05/2021,48589261,344451,640010,5653,10385.772,73.625,136.8,1.208,4678444992
Asia,22/05/2021,48909870,320609,645105,5095,10454.301,68.529,137.889,1.089,4678444992
Asia,23/05/2021,49205786,295916,650740,5635,10517.551,63.251,139.093,1.204,4678444992
Asia,24/05/2021,49482447,276661,655626,4886,10576.687,59.135,140.138,1.044,4678444992
Asia,25/05/2021,49774840,292393,661052,5426,10639.185,62.498,141.297,1.16,4678444992
Asia,26/05/2021,50066308,291468,666208,5156,10701.485,62.3,142.399,1.102,4678444992
Asia,27/05/2021,50339265,272957,671188,4980,10759.828,58.344,143.464,1.064,4678444992
Asia,28/05/2021,50596820,257555,676180,4992,10814.88,55.051,144.531,1.067,4678444992
Asia,29/05/2021,50837137,240317,680872,4692,10866.247,51.367,145.534,1.003,4678444992
Asia,30/05/2021,51064821,227684,685380,4508,10914.913,48.667,146.497,0.964,4678444992
Asia,31/05/2021,51266271,201450,689393,4013,10957.972,43.059,147.355,0.858,4678444992
Asia,1/06/2021,51473778,207507,693780,4387,11002.326,44.354,148.293,0.938,4678444992
Asia,2/06/2021,51684598,210820,698087,4307,11047.388,45.062,149.213,0.921,4678444992
Asia,3/06/2021,51896518,211920,702169,4082,11092.685,45.297,150.086,0.873,4678444992
Asia,4/06/2021,52091553,195035,706856,4687,11134.373,41.688,151.088,1.002,4678444992
Asia,5/06/2021,52271982,180429,710722,3866,11172.939,38.566,151.914,0.826,4678444992
Asia,6/06/2021,52438190,166208,714492,3770,11208.466,35.526,152.72,0.806,4678444992
Asia,7/06/2021,52586351,148161,717776,3284,11240.135,31.669,153.422,0.702,4678444992
Asia,8/06/2021,52745672,159321,721259,3483,11274.189,34.054,154.166,0.744,4678444992
Asia,9/06/2021,52912527,166855,724696,3437,11309.853,35.665,154.901,0.735,4678444992
Asia,10/06/2021,53077984,165457,733220,8524,11345.219,35.366,156.723,1.822,4678444992
Asia,11/06/2021,53236453,158469,738478,5258,11379.091,33.872,157.847,1.124,4678444992
Asia,12/06/2021,53383303,146850,742848,4370,11410.48,31.389,158.781,0.934,4678444992
Asia,13/06/2021,53522883,139580,748015,5167,11440.315,29.835,159.885,1.104,4678444992
Asia,14/06/2021,53653928,131045,751937,3922,11468.325,28.01,160.724,0.838,4678444992
Asia,15/06/2021,53789601,135673,755623,3686,11497.325,29,161.512,0.788,4678444992
Asia,16/06/2021,53929674,140073,759085,3462,11527.265,29.94,162.252,0.74,4678444992
Asia,17/06/2021,54072654,142980,761986,2901,11557.826,30.561,162.872,0.62,4678444992
Asia,18/06/2021,54209623,136969,764810,2824,11587.103,29.277,163.475,0.604,4678444992
Asia,19/06/2021,54334861,125238,767493,2683,11613.872,26.769,164.049,0.573,4678444992
Asia,20/06/2021,54465634,130773,770298,2805,11641.824,27.952,164.648,0.6,4678444992
Asia,21/06/2021,54586944,121310,772694,2396,11667.754,25.93,165.16,0.512,4678444992
Asia,22/06/2021,54718137,131193,775275,2581,11695.796,28.042,165.712,0.552,4678444992
Asia,23/06/2021,54857381,139244,777933,2658,11725.559,29.763,166.28,0.568,4678444992
Asia,24/06/2021,55000209,142828,780547,2614,11756.088,30.529,166.839,0.559,4678444992
Asia,25/06/2021,55136072,135863,783031,2484,11785.128,29.04,167.37,0.531,4678444992
Asia,26/06/2021,55266960,130888,785480,2449,11813.105,27.977,167.893,0.523,4678444992
Asia,27/06/2021,55403181,136221,787934,2454,11842.221,29.117,168.418,0.525,4678444992
Asia,28/06/2021,55532138,128957,790135,2201,11869.785,27.564,168.888,0.47,4678444992
Asia,29/06/2021,55673534,141396,792383,2248,11900.008,30.223,169.369,0.481,4678444992
Asia,30/06/2021,55822719,149185,794834,2451,11931.896,31.888,169.893,0.524,4678444992
Asia,1/07/2021,55980111,157392,797225,2391,11965.538,33.642,170.404,0.511,4678444992
Asia,2/07/2021,56127975,147864,799530,2305,11997.143,31.605,170.897,0.493,4678444992
Asia,3/07/2021,56271057,143082,801848,2318,12027.727,30.583,171.392,0.495,4678444992
Asia,4/07/2021,56415314,144257,804372,2524,12058.561,30.834,171.931,0.539,4678444992
Asia,5/07/2021,56564450,149136,806423,2051,12090.438,31.877,172.37,0.438,4678444992
Asia,6/07/2021,56730785,166335,809132,2709,12125.992,35.553,172.949,0.579,4678444992
Asia,7/07/2021,56901606,170821,812090,2958,12162.504,36.512,173.581,0.632,4678444992
Asia,8/07/2021,57084676,183070,815048,2958,12201.635,39.131,174.213,0.632,4678444992
Asia,9/07/2021,57261761,177085,818191,3143,12239.486,37.851,174.885,0.672,4678444992
Asia,10/07/2021,57432483,170722,820992,2801,12275.977,36.491,175.484,0.599,4678444992
Asia,11/07/2021,57603834,171351,824119,3127,12312.603,36.626,176.152,0.668,4678444992
Asia,12/07/2021,57782047,178213,828177,4058,12350.695,38.092,177.02,0.867,4678444992
Asia,13/07/2021,57978544,196497,830799,2622,12392.695,42,177.58,0.56,4678444992
Asia,14/07/2021,58187883,209339,833682,2883,12437.441,44.745,178.196,0.616,4678444992
Asia,15/07/2021,58408807,220924,836584,2902,12484.663,47.222,178.817,0.62,4678444992
Asia,16/07/2021,58619103,210296,839716,3132,12529.613,44.95,179.486,0.669,4678444992
Asia,17/07/2021,58820804,201701,842656,2940,12572.725,43.113,180.115,0.628,4678444992
Asia,18/07/2021,59005547,184743,845970,3314,12612.213,39.488,180.823,0.708,4678444992
Asia,19/07/2021,59191627,186080,849243,3273,12651.987,39.774,181.522,0.7,4678444992
Asia,20/07/2021,59411903,220276,855902,6659,12699.071,47.083,182.946,1.423,4678444992
Asia,21/07/2021,59615039,203136,859209,3307,12742.49,43.42,183.653,0.707,4678444992
Asia,22/07/2021,59819229,204190,862464,3255,12786.135,43.645,184.348,0.696,4678444992
Asia,23/07/2021,60056799,237570,865338,2874,12836.915,50.78,184.963,0.614,4678444992
Asia,24/07/2021,60246624,189825,869559,4221,12877.489,40.574,185.865,0.902,4678444992
Asia,25/07/2021,60483175,236551,873581,4022,12928.051,50.562,186.725,0.86,4678444992
Asia,26/07/2021,60696955,213780,877353,3772,12973.746,45.695,187.531,0.806,4678444992
Asia,27/07/2021,60966200,269245,881829,4476,13031.296,57.55,188.488,0.957,4678444992
Asia,28/07/2021,61240034,273834,886249,4420,13089.827,58.531,189.432,0.945,4678444992
Asia,29/07/2021,61512347,272313,890912,4663,13148.033,58.206,190.429,0.997,4678444992
Asia,30/07/2021,61769657,257310,895136,4224,13203.032,54.999,191.332,0.903,4678444992
Asia,31/07/2021,62012244,242587,899517,4381,13254.884,51.852,192.268,0.936,4678444992
Asia,1/08/2021,62268051,255807,903459,3942,13309.561,54.678,193.111,0.843,4678444992
Asia,2/08/2021,62496991,228940,907412,3953,13358.496,48.935,193.956,0.845,4678444992
Asia,3/08/2021,62779667,282676,912172,4760,13418.917,60.421,194.973,1.017,4678444992
Asia,4/08/2021,63063920,284253,916771,4599,13479.675,60.758,195.956,0.983,4678444992
Asia,5/08/2021,63348850,284930,922270,5499,13540.578,60.903,197.132,1.175,4678444992
Asia,6/08/2021,63627288,278438,927006,4736,13600.093,59.515,198.144,1.012,4678444992
Asia,7/08/2021,63886001,258713,931345,4339,13655.392,55.299,199.071,0.927,4678444992
Asia,8/08/2021,64120768,234767,935704,4359,13705.573,50.181,200.003,0.932,4678444992
Asia,9/08/2021,64384077,263309,940062,4358,13761.854,56.281,200.935,0.932,4678444992
Asia,10/08/2021,64654864,270787,946015,5953,13819.734,57.88,202.207,1.272,4678444992
Asia,11/08/2021,64947557,292693,950630,4615,13882.296,62.562,203.194,0.986,4678444992
Asia,12/08/2021,65215272,267715,955326,4696,13939.519,57.223,204.197,1.004,4678444992
Asia,13/08/2021,65510222,294950,959957,4631,14002.563,63.044,205.187,0.99,4678444992
Asia,14/08/2021,65763789,253567,964255,4298,14056.762,54.199,206.106,0.919,4678444992
Asia,15/08/2021,66020716,256927,968687,4432,14111.679,54.917,207.053,0.947,4678444992
Asia,16/08/2021,66261504,240788,973906,5219,14163.147,51.468,208.169,1.116,4678444992
Asia,17/08/2021,66537274,275770,978235,4329,14222.092,58.945,209.094,0.925,4678444992
Asia,18/08/2021,66800520,263246,982551,4316,14278.36,56.268,210.017,0.923,4678444992
Asia,19/08/2021,67068733,268213,987415,4864,14335.689,57.33,211.056,1.04,4678444992
Asia,20/08/2021,67333053,264320,991927,4512,14392.187,56.497,212.021,0.964,4678444992
Asia,21/08/2021,67576177,243124,996251,4324,14444.153,51.967,212.945,0.924,4678444992
Asia,22/08/2021,67810796,234619,1000885,4634,14494.302,50.149,213.935,0.991,4678444992
Asia,23/08/2021,68039724,228928,1005717,4832,14543.235,48.932,214.968,1.033,4678444992
Asia,24/08/2021,68303812,264088,1010337,4620,14599.683,56.448,215.956,0.988,4678444992
Asia,25/08/2021,68586474,282662,1014935,4598,14660.101,60.418,216.939,0.983,4678444992
Asia,26/08/2021,68864480,278006,1019341,4406,14719.523,59.423,217.88,0.942,4678444992
Asia,27/08/2021,69136059,271579,1023342,4001,14777.572,58.049,218.735,0.855,4678444992
Asia,28/08/2021,69389916,253857,1027138,3796,14831.833,54.261,219.547,0.811,4678444992
Asia,29/08/2021,69631552,241636,1030754,3616,14883.482,51.649,220.32,0.773,4678444992
Asia,30/08/2021,69868455,236903,1034875,4121,14934.119,50.637,221.201,0.881,4678444992
Asia,31/08/2021,70105232,236777,1037913,3038,14984.729,50.61,221.85,0.649,4678444992
Asia,1/09/2021,70361300,256068,1043355,5442,15039.463,54.734,223.013,1.163,4678444992
Asia,2/09/2021,70613863,252563,1046396,3041,15093.447,53.984,223.663,0.65,4678444992
Asia,3/09/2021,70864776,250913,1050677,4281,15147.079,53.632,224.578,0.915,4678444992
Asia,4/09/2021,71081050,216274,1054134,3457,15193.307,46.228,225.317,0.739,4678444992
Asia,5/09/2021,71311262,230212,1057627,3493,15242.514,49.207,226.064,0.747,4678444992
Asia,6/09/2021,71506230,194968,1061715,4088,15284.187,41.674,226.938,0.874,4678444992
Asia,7/09/2021,71723689,217459,1065478,3763,15330.668,46.481,227.742,0.804,4678444992
Asia,8/09/2021,71959217,235528,1069244,3766,15381.012,50.343,228.547,0.805,4678444992
Asia,9/09/2021,72180858,221641,1072332,3088,15428.387,47.375,229.207,0.66,4678444992
Asia,10/09/2021,72391448,210590,1075388,3056,15473.399,45.013,229.86,0.653,4678444992
Asia,11/09/2021,72590730,199282,1078547,3159,15515.995,42.596,230.535,0.675,4678444992
Asia,12/09/2021,72777143,186413,1081247,2700,15555.84,39.845,231.112,0.577,4678444992
Asia,13/09/2021,72961887,184744,1084969,3722,15595.329,39.488,231.908,0.796,4678444992
Asia,14/09/2021,73155064,193177,1087952,2983,15636.619,41.291,232.546,0.638,4678444992
Asia,15/09/2021,73353705,198641,1091025,3073,15679.078,42.459,233.202,0.657,4678444992
Asia,16/09/2021,73547177,193472,1094045,3020,15720.432,41.354,233.848,0.646,4678444992
Asia,17/09/2021,73737284,190107,1096865,2820,15761.067,40.635,234.451,0.603,4678444992
Asia,18/09/2021,73916188,178904,1099427,2562,15799.307,38.24,234.998,0.548,4678444992
Asia,19/09/2021,74086319,170131,1101909,2482,15835.672,36.365,235.529,0.531,4678444992
Asia,20/09/2021,74251406,165087,1104732,2823,15870.958,35.287,236.132,0.603,4678444992
Asia,21/09/2021,74423597,172191,1107301,2569,15907.764,36.805,236.681,0.549,4678444992
Asia,22/09/2021,74599880,176283,1109849,2548,15945.443,37.68,237.226,0.545,4678444992
Asia,23/09/2021,74770099,170219,1112047,2198,15981.827,36.384,237.696,0.47,4678444992
Asia,24/09/2021,74934830,164731,1114087,2040,16017.038,35.211,238.132,0.436,4678444992
Asia,25/09/2021,75091593,156763,1116039,1952,16050.545,33.508,238.549,0.417,4678444992
Asia,26/09/2021,75244137,152544,1117939,1900,16083.151,32.606,238.955,0.406,4678444992
Asia,27/09/2021,75368334,124197,1120081,2142,16109.698,26.547,239.413,0.458,4678444992
Asia,28/09/2021,75507272,138938,1122319,2238,16139.395,29.697,239.891,0.478,4678444992
Asia,29/09/2021,75667870,160598,1124809,2490,16173.722,34.327,240.424,0.532,4678444992
Asia,30/09/2021,75821018,153148,1126797,1988,16206.457,32.735,240.849,0.425,4678444992
Asia,1/10/2021,75969014,147996,1128603,1806,16238.091,31.634,241.235,0.386,4678444992
Asia,2/10/2021,76102530,133516,1130311,1708,16266.629,28.539,241.6,0.365,4678444992
Asia,3/10/2021,76226829,124299,1131759,1448,16293.198,26.568,241.909,0.31,4678444992
Asia,4/10/2021,76347730,120901,1133666,1907,16319.04,25.842,242.317,0.408,4678444992
Asia,5/10/2021,76474161,126431,1135266,1600,16346.064,27.024,242.659,0.342,4678444992
Asia,6/10/2021,76647301,173140,1137253,1987,16383.072,37.008,243.084,0.425,4678444992
Asia,7/10/2021,76751743,104442,1138704,1451,16405.396,22.324,243.394,0.31,4678444992
Asia,8/10/2021,76889805,138062,1140531,1827,16434.906,29.51,243.784,0.391,4678444992
Asia,9/10/2021,77004922,115117,1142065,1534,16459.512,24.606,244.112,0.328,4678444992
Asia,10/10/2021,77123512,118590,1143433,1368,16484.86,25.348,244.404,0.292,4678444992
Asia,11/10/2021,77231697,108185,1144914,1481,16507.984,23.124,244.721,0.317,4678444992
Asia,12/10/2021,77355409,123712,1146582,1668,16534.427,26.443,245.078,0.357,4678444992
Europe,23/01/2020,,0,,0,,0,,0,748962983
Europe,24/01/2020,2,2,,0,0.003,0.003,,0,748962983
Europe,25/01/2020,3,1,,0,0.004,0.001,,0,748962983
Europe,26/01/2020,3,0,,0,0.004,0,,0,748962983
Europe,27/01/2020,4,1,,0,0.005,0.001,,0,748962983
Europe,28/01/2020,8,4,,0,0.011,0.005,,0,748962983
Europe,29/01/2020,10,2,,0,0.013,0.003,,0,748962983
Europe,30/01/2020,10,0,,0,0.013,0,,0,748962983
Europe,31/01/2020,17,7,,0,0.023,0.009,,0,748962983
Europe,1/02/2020,23,6,,0,0.031,0.008,,0,748962983
Europe,2/02/2020,25,2,,0,0.033,0.003,,0,748962983
Europe,3/02/2020,33,8,,0,0.044,0.011,,0,748962983
Europe,4/02/2020,34,1,,0,0.045,0.001,,0,748962983
Europe,5/02/2020,35,1,,0,0.047,0.001,,0,748962983
Europe,6/02/2020,35,0,,0,0.047,0,,0,748962983
Europe,7/02/2020,37,2,,0,0.049,0.003,,0,748962983
Europe,8/02/2020,46,9,,0,0.061,0.012,,0,748962983
Europe,9/02/2020,49,3,,0,0.065,0.004,,0,748962983
Europe,10/02/2020,49,0,,0,0.065,0,,0,748962983
Europe,11/02/2020,52,3,,0,0.069,0.004,,0,748962983
Europe,12/02/2020,53,1,,0,0.071,0.001,,0,748962983
Europe,13/02/2020,54,1,,0,0.072,0.001,,0,748962983
Europe,14/02/2020,55,1,,0,0.073,0.001,,0,748962983
Europe,15/02/2020,56,1,1,1,0.075,0.001,0.001,0.001,748962983
Europe,16/02/2020,56,0,1,0,0.075,0,0.001,0,748962983
Europe,17/02/2020,57,1,1,0,0.076,0.001,0.001,0,748962983
Europe,18/02/2020,57,0,1,0,0.076,0,0.001,0,748962983
Europe,19/02/2020,58,1,1,0,0.077,0.001,0.001,0,748962983
Europe,20/02/2020,60,2,1,0,0.08,0.003,0.001,0,748962983
Europe,21/02/2020,78,18,2,1,0.104,0.024,0.003,0.001,748962983
Europe,22/02/2020,120,42,3,1,0.16,0.056,0.004,0.001,748962983
Europe,23/02/2020,218,98,4,1,0.291,0.131,0.005,0.001,748962983
Europe,24/02/2020,294,76,8,4,0.393,0.101,0.011,0.005,748962983
Europe,25/02/2020,402,108,11,3,0.537,0.144,0.015,0.004,748962983
Europe,26/02/2020,565,163,14,3,0.754,0.218,0.019,0.004,748962983
Europe,27/02/2020,829,264,19,5,1.107,0.352,0.025,0.007,748962983
Europe,28/02/2020,1132,303,23,4,1.511,0.405,0.031,0.005,748962983
Europe,29/02/2020,1506,374,32,9,2.011,0.499,0.043,0.012,748962983
Europe,1/03/2020,2261,755,37,5,3.019,1.008,0.049,0.007,748962983
Europe,2/03/2020,2821,560,56,19,3.767,0.748,0.075,0.025,748962983
Europe,3/03/2020,3515,694,85,29,4.693,0.927,0.113,0.039,748962983
Europe,4/03/2020,4521,1006,114,29,6.036,1.343,0.152,0.039,748962983
Europe,5/03/2020,5955,1434,159,45,7.951,1.915,0.212,0.06,748962983
Europe,6/03/2020,7733,1778,215,56,10.325,2.374,0.287,0.075,748962983
Europe,7/03/2020,9891,2158,264,49,13.206,2.881,0.352,0.065,748962983
Europe,8/03/2020,12416,2525,410,146,16.578,3.371,0.547,0.195,748962983
Europe,9/03/2020,15566,3150,527,117,20.783,4.206,0.704,0.156,748962983
Europe,10/03/2020,18955,3389,720,193,25.308,4.525,0.961,0.258,748962983
Europe,11/03/2020,24417,5462,961,241,32.601,7.293,1.283,0.322,748962983
Europe,12/03/2020,28343,3926,1159,198,37.843,5.242,1.547,0.264,748962983
Europe,13/03/2020,39876,11533,1535,376,53.242,15.399,2.05,0.502,748962983
Europe,14/03/2020,48041,8165,1824,289,64.143,10.902,2.435,0.386,748962983
Europe,15/03/2020,56872,8831,2323,499,75.934,11.791,3.102,0.666,748962983
Europe,16/03/2020,67865,10993,2833,510,90.612,14.678,3.783,0.681,748962983
Europe,17/03/2020,79436,11571,3439,606,106.061,15.449,4.592,0.809,748962983
Europe,18/03/2020,93457,14021,4087,648,124.782,18.721,5.457,0.865,748962983
Europe,19/03/2020,112848,19391,4939,852,150.672,25.89,6.594,1.138,748962983
Europe,20/03/2020,133305,20457,6125,1186,177.986,27.314,8.178,1.584,748962983
Europe,21/03/2020,154983,21678,7561,1436,206.93,28.944,10.095,1.917,748962983
Europe,22/03/2020,175296,20313,8869,1308,234.052,27.122,11.842,1.746,748962983
Europe,23/03/2020,201675,26379,10441,1572,269.272,35.221,13.941,2.099,748962983
Europe,24/03/2020,226099,24424,12290,1849,301.883,32.61,16.409,2.469,748962983
Europe,25/03/2020,257117,31018,14533,2243,343.297,41.415,19.404,2.995,748962983
Europe,26/03/2020,293035,35918,16839,2306,391.254,47.957,22.483,3.079,748962983
Europe,27/03/2020,329052,36017,19510,2671,439.343,48.089,26.049,3.566,748962983
Europe,28/03/2020,365854,36802,22311,2801,488.481,49.137,29.789,3.74,748962983
Europe,29/03/2020,395754,29900,24902,2591,528.403,39.922,33.249,3.459,748962983
Europe,30/03/2020,428415,32661,27941,3039,572.011,43.608,37.306,4.058,748962983
Europe,31/03/2020,465213,36798,31184,3243,621.143,49.132,41.636,4.33,748962983
Europe,1/04/2020,502332,37119,35448,4264,670.703,49.561,47.329,5.693,748962983
Europe,2/04/2020,538507,36175,39262,3814,719.003,48.3,52.422,5.092,748962983
Europe,3/04/2020,576167,37660,43498,4236,769.286,50.283,58.078,5.656,748962983
Europe,4/04/2020,588688,12521,47213,3715,786.004,16.718,63.038,4.96,748962983
Europe,5/04/2020,615156,26468,50228,3015,821.344,35.34,67.063,4.026,748962983
Europe,6/04/2020,642571,27415,53781,3553,857.948,36.604,71.807,4.744,748962983
Europe,7/04/2020,666401,23830,58870,5089,889.765,31.817,78.602,6.795,748962983
Europe,8/04/2020,700523,34122,62822,3952,935.324,45.559,83.879,5.277,748962983
Europe,9/04/2020,733857,33334,67601,4779,979.831,44.507,90.259,6.381,748962983
Europe,10/04/2020,765229,31372,72017,4416,1021.718,41.887,96.156,5.896,748962983
Europe,11/04/2020,792395,27166,75347,3330,1057.99,36.271,100.602,4.446,748962983
Europe,12/04/2020,867455,75060,78531,3184,1158.208,100.219,104.853,4.251,748962983
Europe,13/04/2020,892590,25135,81759,3228,1191.768,33.56,109.163,4.31,748962983
Europe,14/04/2020,930167,37577,85365,3606,1241.94,50.172,113.978,4.815,748962983
Europe,15/04/2020,962112,31945,90368,5003,1284.592,42.652,120.657,6.68,748962983
Europe,16/04/2020,1006176,44064,94550,4182,1343.426,58.833,126.241,5.584,748962983
Europe,17/04/2020,1038302,32126,98609,4059,1386.32,42.894,131.661,5.419,748962983
Europe,18/04/2020,1065663,27361,101793,3184,1422.851,36.532,135.912,4.251,748962983
Europe,19/04/2020,1095789,30126,104206,2413,1463.075,40.224,139.134,3.222,748962983
Europe,20/04/2020,1119428,23639,107044,2838,1494.637,31.562,142.923,3.789,748962983
Europe,21/04/2020,1146849,27421,110788,3744,1531.249,36.612,147.922,4.999,748962983
Europe,22/04/2020,1176419,29570,114188,3400,1570.73,39.481,152.461,4.54,748962983
Europe,23/04/2020,1201961,25542,117320,3132,1604.834,34.103,156.643,4.182,748962983
Europe,24/04/2020,1218111,16150,120633,3313,1626.397,21.563,161.067,4.423,748962983
Europe,25/04/2020,1242890,24779,123426,2793,1659.481,33.084,164.796,3.729,748962983
Europe,26/04/2020,1264929,22039,125150,1724,1688.907,29.426,167.098,2.302,748962983
Europe,27/04/2020,1289111,24182,127191,2041,1721.195,32.287,169.823,2.725,748962983
Europe,28/04/2020,1313105,23994,129987,2796,1753.231,32.036,173.556,3.733,748962983
Europe,29/04/2020,1334694,21589,132855,2868,1782.056,28.825,177.385,3.829,748962983
Europe,30/04/2020,1357788,23094,135098,2243,1812.891,30.835,180.38,2.995,748962983
Europe,1/05/2020,1380643,22855,136940,1842,1843.406,30.516,182.839,2.459,748962983
Europe,2/05/2020,1402844,22201,139224,2284,1873.049,29.642,185.889,3.05,748962983
Europe,3/05/2020,1424054,21210,140362,1138,1901.368,28.319,187.408,1.519,748962983
Europe,4/05/2020,1445124,21070,141871,1509,1929.5,28.132,189.423,2.015,748962983
Europe,5/05/2020,1467714,22590,143872,2001,1959.662,30.162,192.095,2.672,748962983
Europe,6/05/2020,1494778,27064,146390,2518,1995.797,36.135,195.457,3.362,748962983
Europe,7/05/2020,1519915,25137,148147,1757,2029.359,33.562,197.803,2.346,748962983
Europe,8/05/2020,1543357,23442,150148,2001,2060.659,31.299,200.475,2.672,748962983
Europe,9/05/2020,1564060,20703,151332,1184,2088.301,27.642,202.055,1.581,748962983
Europe,10/05/2020,1583815,19755,152260,928,2114.677,26.376,203.294,1.239,748962983
Europe,11/05/2020,1607645,23830,153416,1156,2146.495,31.817,204.838,1.543,748962983
Europe,12/05/2020,1629724,22079,155221,1805,2175.974,29.479,207.248,2.41,748962983
Europe,13/05/2020,1650193,20469,156784,1563,2203.304,27.33,209.335,2.087,748962983
Europe,14/05/2020,1670344,20151,158361,1577,2230.209,26.905,211.44,2.106,748962983
Europe,15/05/2020,1690666,20322,159679,1318,2257.343,27.134,213.2,1.76,748962983
Europe,16/05/2020,1708322,17656,160829,1150,2280.916,23.574,214.736,1.535,748962983
Europe,17/05/2020,1724783,16461,161810,981,2302.895,21.978,216.045,1.31,748962983
Europe,18/05/2020,1741699,16916,162628,818,2325.481,22.586,217.138,1.092,748962983
Europe,19/05/2020,1760620,18921,163543,915,2350.744,25.263,218.359,1.222,748962983
